filename,message
1018,001459.140b51693a0b9d5ec424d21882,"dave green < dave @ davegreen.co.uk > _ _ _____ _ __ < *the* weekly high-tech sarcastic update uk > | \ | |_ _| |/ / _ __ __2002-07-19_ join ! mail empty message | \| | | | | ' / | '_ \ / _ \ \ /\ / / ntknow-subscribe @ lists.ntk.net | |\ | | | | . \ | | | | ( _ ) \ v v / website ( + archive ) lives : |_| \_| |_| |_|\_\|_| |_|\___/ \_/\_/ http : //www.ntk.net/ `` secure cyber infrastructure , keystrokes internet connection one needs disable economy endanger lives ... '' - lamar smith , us senator http : //www.msnbc.com/news/780923.asp ? cp1=1 > disable economy > . > examine cyber infrastructure > access denied . > hit economy stick > > hard news < < life-long pursuits july 17th , 2001 , dmitry sklyarov , coder russian software house elcomsoft , arrested visiting us . crime : writing code exposed flaws adobe's e-book security , contravention usa 's exciting new dmca . next year , thanks widespread protests , adobe withdrew call prosecute russian hacker dmitry freed . elcomsoft still dock breaching adobe 's copy restriction routines . aim prosecution cow keeping quiet security problems , n't appear worked . july 12th , 2002 , elcomsoft posted bugtraq flaw adobe's e-book security . namely , adobe 's `` lending library '' web app adobe content server , borrow book twenty years ( instead three days ) changing hidden web form value . library site demonstration app , 's serious problem , give elcomsoft room catty little addendum . `` time ago '' , write `` found much serious problem another adobe software reported vendor ; however , response , decided waste time reporting one ( library ) adobe '' . much reaction want ? salt sown soil moscow volga canal aflame ? http : //lists.insecure.org/bugtraq/2002/jul/0133.html - n't plan trips disneyland , vlad http : //librarydemo.adobe.com/library/ - fixed , looks , stubbing code http : //lists.insecure.org/bugtraq/2002/jul/0193.html - , real chutzpah , post symantec exploit newly 0wn3d bugtraq 'll tread cautiously one , involves vast ageless corporations retained counsel living glowing eyesockets used . days read slashdot zombie company forgent demanding patent license fees users jpeg , 're contacted someone received similiarly threatening letter - time , rather established lucent technologies . message reads : `` market research come attention company's products may employ jbig/jpeg standard . therefore , lucent technologies grl llc , lucent 's licensing agent , contacting company regarding interest obtaining license patents . '' follows usual demand fees , dire threats compliance thwarted , requests guards seize criminals throw patent dungeon , etc . , lucent 's patents n't seem breached jpeg implementaton ( although 's known jbig patent-encumbered ; hence jbig-2 ) . lucent bring jpeg ? curious wording sure , we'd interested see anyone else contacted terms . mail us tips @ spesh.com . http : //slashdot.org/article.pl ? sid=02/07/18/157217 - best use porn collection slashdot post modded funny +5 http : //www.ghostscript.com/pipermail/gs-devel/2002-february/001203.html - jbig encumbered , jbig2 oh , time already esquire 's 50 sharpest men 2002 ? joy ! hidden among usual suspects - include richard dawkins ( `` scientist '' ) , kevin warwick ( `` scientist '' ) , kevin eldon ( `` comedian '' - king hobbies ) , one charlie brooker ( listed `` tv go home '' ) . merely appearing list seems prompted reclusive , unsmiling , often violent comedian hurredly post tvgohome update pile cardboard boxes near soho , good . really deserve title ? *is* sharpness ? `` case [ sic ] doubt '' , site explains , `` sharpness , , attitude '' . dictionary says 's also `` bitter taste '' , `` harshness manner '' , given hank , angry drunken dwarf unlisted dead , think brooker's show-in web protest/mess-with-publisher's-heads vote . urge vote , express people , win vile perfume horrible watch . http : //www.esquire.co.uk/esquire50.htm - warning : torturous unnecessarilly prolonged web form http : //www.thebee.com/bweb/iinfo106.htm - hank : another exciting net meme missed go much > > anti-news < < berating obvious oh public tire puerile google typos ? : http : //www.google.com/search ? q=overcocking , `` addtition '' , `` t-shits '' , `` eductation '' , ( via prudish spellcheckers ? ) : http : //www.google.com/search ? q= % 22public+lice % 22 ... n't buy : http : //www.ebuyer.com/customer/products/index.html ? product_uid=26497 ... bringing whole new meaning `` colour naming systems '' : http : //www.ntk.net/2002/07/19/dohhue.gif ... might explain bewildered state : http : //www.ntk.net/2002/07/19/dohpot.gif ... http : //www.contactnet.ro/solutiixxi/index.php ? lim=e vs `` children 's game-place , romp hug-desire ! ! `` : http : //www.tourismus-tirol.com/scharnitz/risserhof/indexe.html ... self-fulfilling : http : //www.ntk.net/2002/07/19/dohdig.gif ... vim met palm platform , `` related e-books '' moider : http : //www.ntk.net/2002/07/19/dohvim.gif ... > > event queue < < goto 's considered non-harmful yes , concerns encountering slashdot readers `` au naturel '' without kind intervening moderation system . yet , time , look away . 7pm local time , thu 2002-07-25 marks world 's first slashdot meetup event ( check local listings details , free ) , attracting - time writing - impressive 91 interested signups london gathering ( 19 manchester , leeds 17 , glasgow 11 , birmingham 9 , liverpool 6 , ) . usual warnings meeting online `` friends '' , imagine , usually applicable - especially no-one work organisers getting . spamming lists ? kickbacks democratically selected venues ? valuable demographic info like fact `` elijah wood '' currently popular hobbit-friendly glasgow u2 , tori amos , duran duran ? http : //slashdot.meetup.com/ - # goth girls bearded sysadmins http : //www.defcon.org/ - plus defcon vegas two weeks ' time > > tracking < < sufficiently advanced technology : gathering silly 5k web competition thing gets headlines . , must rub fatty , fatty chin honed shard flint 2002 1k minigame 8-bit coding competition 's shaved meek . 1024 bytes ( must ) wrote : enter , arrange form working game 8-bit micro choose . response complaints last year , `` middle class bbc micro fauntleroys '' permitted , says last year's judge , matt westcott . weakness shown permitting atari 2600s , 2k cartridges , enter ( must fill last 1k zeros ) , also ti99/4a everyone knows sixteen bits . hope n't end zork virtual machines postscript something . http : //www.ffd2.com/minigame/ - `` competition never 'fair ' '' - better ! http : //entries.the5k.org/946/wolf5k.html - oh , decadence http : //www.igf.com/submit.htm - $ 20,000 prize money ; probably accepting oric forth games year > > memepool < < ceci n'est pas une http : //www.gagpipe.com/ `` 's call copyright infringement , vols 1,2,3 '' : http : //pod-135.dolphin-server.co.uk/~boom/thecd/boom.php ... http : //news.bbc.co.uk/hi/english/uk/2131236.stm - case : http : //news.bbc.co.uk/hi/english/uk/newsid_1490000/1490957.stm ? ... forget offshore accounting - 's stop going back time proceeds killing investors ' grandfathers ? : http : //www.timetravelfund.com/ ... telnet econet : http : //www.heyrick.co.uk/econet/misc/tcpip.html ... ... know , would n't simple 404 attract less attention ? : http : //www.ttfn.com/ ... transformers ! terrorists disguise ! http : //www.tsa.gov/workingwithtsa/aircraft_prohibit.shtm ... obligatory filk pie cover : http : //home.mchsi.com/~jeffwadler/ ... laughed sat vt100 terminal : http : //www.prodikeys.com/ ... kept laughing , thanks : http : //www.colorpilot.com/sound.html ... > > geek media < < , *another* http : //www.tvgohome.com/ ? tv > > kids taking teachers rule school ( 5pm , fri , bbc1 ) redecorating homes home ( 7pm , sat , itv ) , ca n't wait concept gameshows fly planes , run pubs perform lifesaving surgery ... wired uk 's hari kunzru reappears newsnight review ( 11pm , fri , bbc2 ) ... like james `` copland '' mangold 's sensitive character study overweight man heavy ( 1.05am , fri , bbc2 ) , imdb also recommends eddie murphy 's `` nutty professor '' ... beach boys ' `` pet sounds '' subject art shook world ( 7.20pm , sat , bbc2 ) , even though n't `` good vibrations '' ... meg ryan experiments setting romantic comedy gulf war , one protagonists dead , courage fire ( 9.15pm , sat , bbc1 ) ... 'd skip - along laboured tim burton homage mars attacks ! ( 10.35pm , sat , itv ) - favour ensign ro kevin spacey - together last ! - top-notch low-budget office horror swimming sharks ( 10.50pm , sat , c5 ) ... radha `` pitch black '' mitchell shows aussie relo-drama love catastrophes ( 1.05am , sat , bbc2 ) ... matt `` max headroom '' frewer fails halt downward slide `` national lampoon '' franchise washington excursion national lampoon 's senior trip ( 12.30am , sat , itv ) , compared acknowledged classics like national lampoon 's vacation ( 9pm , tue , c5 ) ... final junkyard wars ( 8pm , mon , c4 ) offers taste shows going teams must build full-size remote-controlled `` combat cars '' ... `` preferred terrorism 1980s '' special recreates sas - embassy siege ( 9pm , thu , bbc2 ) - everything simple pseudo-'70s supernatural action comedy good vs evil ( 9pm , wed , sci-fi ) ... film > > david cronenberg explains `` friday 13th '' machete murderer hard kill , shortly goes two chicks `` gene roddenberry 's andromeda '' undemanding self-referential `` alien '' -alike jason x ( http : //www.cndb.com/movie.html ? title=jason+x+ % 282001 % 29 : [ lexa `` andromeda '' doig ] [ ] flat back table recuperating , camera shows boobs ; [ lisa `` beka valentine '' ] ryder plays robot wants woman [ ... ] nipples fall little comic relief ) ... director `` candyman '' uk hacker classic `` smart money '' digital-videos drug-fuelled hollywood self-excoriation ivans xtc ( http : //www.cndb.com/movie.html ? title=ivans+xtc : [ lisa enos ] , also wrote screenplay whose first film , appears full frontal scenes little third way ) ... otherwise 's star- packed cgi talking animal interspecies romance stuart little 2 ( imdb : sequel/ anthropomorphic/ based-on-novel/ bird/ mouse/ part-computer-animation/ soccer ) ... odd-sounding oirish period frolic abduction club ( http : //www.bbfc.co.uk/ : cuts required sight 2 men hanging necks execution scene , grounds potentially harmful imitable technique , [ accordance ] category standards video recordings act 1984 ) ... confectionery theory > > tastebuds acclimatise acquired tang diet coke lemon , reader wayne williams forced look afield acidic thrills , proclaiming `` citrus '' version rowntree 's fruitsome cereal bars `` pretty tasty , bit like lemon meringue pie bar '' . frankly preferred `` tropical '' `` red berry '' variants , though neither much various alpen bars `` yoghurt '' `` chocolate '' style toppings - twice fat ordinary breakfast cereal ! most-important-meal-of-the-day news , eggy `` breakfast pizza '' chicago town scrambles [ ntk 2002-04-12 ] delicious ( particularly tomato ketchup ) , flying shelves 2-pack 99p deal selected branches sainsbury 's ... predicted ntk 2001-08-10 , kfc taken advantage mcdonald 's weakness kitkat mcflurry arena , rolled identically-sized rival avalanche ( also 99p ) freakish selection toppings including chocolate sauce , cadbury 's flake , & 's starburst joosters . non-ice-cream-related incident , charlotte latimer first contact us sighting starburst `` straight- out-of-the-1993-naming-dept '' flipsters hard candy ( 30p/pack ) : `` pretty nice hard candies ( peach , apple , raspberry forest fruits ) yucky plastic-looking splodge one side purports offer kind creaminess ( guess ) '' , still news yet brand 's mutant offspring : teardrop-shaped fruitinesse ( 49p ) , non-fish- flavoured gummy sea monsters ( 99p/bag ) , starburst cake bars ( ukp1.05 pack 5 ) ... finally , mike walsh finland remained nonplussed last month 's uk sighting imported south african nestle smarties milkybar chocolate , maintaining bought white `` ritter sport '' bar smarties , `` branch ( german ) spar chain tenerife january '' , generally disappointed usability : `` smarties kept falling '' , complains . nestle innovating well , imminent arrival wonka xploder golden cruncher biscuits ( 79p/ pack 6 ) - replacing underperforming former ntk `` taste abominations '' wonka oompa sweets - first new chocolate launch 5 years , solid-looking would-be dairy milk-killer nestle double cream ( 40p , available july 29 ) ... > > small print < < need know useful interesting uk digest things happened last week might happen next week . read friday afternoon print take home nothing better . compiled ntk stuff get sent . registered post office ' '' funny '' ' http : //www.net-watch.org/1.htm need know stole revolution . 're stealing back . archive - http : //www.ntk.net/ unsubscribe ? mail ntknow-unsubscribe @ lists.ntk.net subscribe ? mail ntknow-subscribe @ lists.ntk.net ntk supported unfortu.net , : http : //www.geekstyle.co.uk/ ( k ) 2002 special projects . copying fine , include url : http : //www.ntk.net/ tips , news gossip tips @ spesh.com communication publication , unless beg . press releases naive pr people pr @ spesh.com remember : work email may monitored sending sensitive material . sending > 500kb attachments forbidden geneva convention . country may risk fail comply . "
1019,000165.8e4a0229c17c0037524aebd16b,webmaster_r4623 @ yahoo.com 4623 
1020,000370.86146a0306b0014b858222328e,"dec0iqtf < spvf2.zzdehsq_vs @ emarketinggurus.com > buy 2 adult dvds regular price get third xxx dvd free ! ! visit us http : //www.hotdvds.org removed list , reply email type remove subject line 6js7m_5wnea5xu3m_d7k7oouz "
1021,000938.06a308a37db72e8165c7bdea86,"`` vanessa lintner '' < reply @ seekercenter.net > bad msg : pam : -- -- -- -- -- -- -- -- -- -- start spamassassin results -- -- -- -- -- -- -- -- -- -- -- spam : mail probably spam . original message altered spam : recognise block similar unwanted mail future . spam : see http : //spamassassin.org/tag/ details . spam : spam : content analysis details : ( 9.9 hits , 5 required ) spam : search_engine_promo ( 2.6 points ) body : discusses search engine listings spam : html_50_70 ( 1.0 points ) body : message 50-70 % html tags spam : really_unsafe_javascript ( 3.3 points ) body : auto-executing javascript code spam : superlong_line ( 0.4 points ) body : contains line > =199 characters long spam : ctype_just_html ( 1.7 points ) html-only mail , text version spam : priority_no_name ( 1.0 points ) message priority setting , x-mailer spam : msg_id_added_by_mta_3 ( 0.2 points ) 'message-id ' added relay ( 3 ) spam : awl ( -0.3 points ) awl : auto-whitelist adjustment spam : .stbtm { background-color : # cecbde ; border-bottom : # 665b8e 1px solid ; border-left : # ffffff 1px solid ; border-right : # 665b8e 1px solid ; border-top : # ffffff 1px solid ; color : # 000000 ; font-size : 12pt ; height : 26px ; width : 120px ; clip : rect ( ) } .stedit { background-color : # 484c68 ; white-space : nowrap ; border : # 000000 ; border-bottom : # ffffff 1px solid ; border-left : # ffffff 1px solid ; border-right : # ffffff 1px solid ; border-top : # ffffff 1px solid ; font-size : 10pt ; color : # cccccc ; font-weight : bold } hello , visited www.taint.org noticed website listed search engines . sure service number people visit website definitely increase . seekercenter unique technology instantly submits website 500,000 search engines directories -- really low-cost effective way advertise site . details please go seekercenter.net . give website maximum exposure today ! looking forward hearing . best regards , vanessa lintner sales & marketing www.seekercenter.net "
1022,000946.e313fee3785ed688ac237f95f9,"`` iq - aig '' < aig @ insurancemail.net > aig talks annuities ... clients listen ! =09 year 1 : 8.55 % guaranteed=0a= year 2-6 : 4.55 % guaranteed=09 =09 commission : 9 % =09 =20 call e-mail < mailto : jerry_livers @ aigannuity.com > us today ! 888-237-4210 ? ? =20 please fill form information =20 name : =09 e-mail : =09 phone : =09 city : state : =09 =09 =20 =20 aig annuity agent use only.=20 n't want anyone receive mailings wish . professional communication sent insurance professionals . removed mailing list , reply message . instead , go : http : //www.insurancemail.net < http : //www.insurancemail.net > =20 legal notice < http : //www.insuranceiq.com/legal.htm > =20 9 % commission myg annuities =20 =20 =20 =20 =20 =20 =20 call e-mail us today !   =20 =20 =20 =20 please = fill form information =20 name : =20 =20 e-mail : =20 =20 phone : =20 =20 city : =20 state : =20 =20 =20 =20 agent use . =20 =20 = n't want anyone=20 receive mailings wish . = professional communication=20 sent insurance professionals . removed mailing = list , =20 reply message . instead , go : =20 http : //www.insurancemail.net legal notice=20 "
1023,000499.184c3a0d31687ae163d7c69aee,"frothery3815u23 @ 24horas.com body { font-family= '' arial '' } tt { font-family= '' courier new '' } blockquote.cite { margin:0 ; padding-left:0.5em ; border-left:2px solid ; } span.tabooheader { display=none } online loan service waiting ? rates dipped ... .approvals ! 7 shop home loan get best deal possible online home loan service . free obligation ! act ! time take advantage falling interest rates . regardless credit income level , money available situation . working many lenders offer best deal possible home loan based situation . refinance lower rate payment without cash pocket . second mortgage equity line pay bills , improve home get cash ever purpose like . eliminated hassle shopping loan . 's simple fast ! complete 2 minute form provides data base information needed evaluate situation get free loan quotation . n't pull credit ask social security number . easy ! click watch lenders compete business . charge ! apologize email may inadvertently received . please click opt future newsletters . 3306snfa9-534qdds6061tmjd7-620hqjk9202psjv2-730trrj6475dcbp4-940noxl63 6994ywqc4-053aezr3235jqnt4-931tqbp7290krag6-779wszt1190ychq5-469xnmg8494hgbl71 "
1024,001600.895265458eb3d54ebc6970babc,"eugen leitl < eugen @ leitl.org > tue , 23 jul 2002 , jim whitehead wrote : > download pastry simulator web site . download anything microsoft ? firstborn alone . technology worth price . ( since redmond technology ? weather reports dis far unchanging ) . http : //xent.com/mailman/listinfo/fork "
1025,001940.78e1124f4758acd7d2fd1507d0,"yyyy @ spamassassin.taint.org ( justin mason ) btw ken suggested making set corpus data publically available , different classification algos tried . 'd happy -- providing nonspam.log spam.log files mass-check output ( ie . `` matrix test results '' ken's terms ) . along default scores , entire input data set spamassassin ga system . , anyone wants go , contact mail . -- j . -- 'justin mason ' = > { url = > http : //jmason.org/ , blog = > http : //taint.org/ } -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - sf.net email sponsored : dice - leading online job board high-tech professionals . search apply tech jobs today ! http : //seeker.dice.com/seeker.epl ? rel_code=31 _______________________________________________ spamassassin-devel mailing list spamassassin-devel @ lists.sourceforge.net https : //lists.sourceforge.net/lists/listinfo/spamassassin-devel "
1026,001479.7ba745efaf4a82ec58d770395f,"adam @ xent.com ( adam rifkin ) `` fact , caltech says actually spun number startups 2001 -- poor time , needless say , new ventures -- boom year 1999 . '' oookaaaay ... http : //www.fulcrummicro.com/press/article_eetimes_05-08-02.shtml iconoclast designers choose mips anthony cataldo may 28 , 2002 san jose , calif. -- group engineers calabasas hills , ca wants turn microprocessor world head unthinkable : tossing clock letting signals move unencumbered . designers , inspired research conducted nearby caltech , clocks wimps . fulcrum microsystems inc. design team n't first propose asynchronous processor , president chief executive officer robert nunn wants first take clockless , fire-breathing processor mainstream . `` really deal asynchronous world , '' said . `` make synchronous convenience . '' kind stuff many processor industry would consider lunatic fringe , weird conservative embedded-systems designers . young processor company dozen others like anchored mainstream courtesy mips instruction-set architecture . , mips becoming choice maverick processor design teams seeking place high end fielding unorthodox devices . motorola ibm powerpc camp n't careful , could see performance leadership high-end embedded-processor market snatched away upstarts . austin , texas , meanwhile , designers another mips house , intrinsity inc. , n't prepared ditch clock . putting new spin old tricks giving gate clock letting overlap . using sleight hand , company hopes soon deliver risc-based processors run eye-popping 2 ghz consume 10 15 watts . fulcrum , intrinsity brethren may written interesting experiments , backed venture capitalists overlooked finer details , like software compatibility . lends respectability mips . asking one reason young processor companies seem flocking platform steward , mips technologies inc. , qualms licensing instruction-set architecture ( isa ) , provided licensee agrees meet software-compatibility test suite . contrast , processor-core rival arm ltd. granted privilege two many licensees , intel motorola . far , two powerpc vendors , ibm corp. motorola inc. , rebuffed requests license architecture , notable exception fpga vendor xilinx inc. , licensed 405 powerpc ibm . mips isa also one simplest forms reduced-instruction-set computing around , tends make attractive processor designers interested extending architecture . wide availability tools software drew intrinsity mips , even though company aiming powerpc sockets , evidenced decision adopt rapidio interface instead hypertransport , favored mips vendors . good fit '' 's nice , clean architecture open model allows us add instructions , '' said paul nixon , chief executive officer intrinsity . `` also get third-party tools easily fit base platforms . '' time openness seen liability mips . mid-1990s , mips spun silicon graphics inc. , instruction set lacked multiply-add instruction , mips vendors took upon create . problem broke many development tools , causing headaches compiler vendors like green hills software inc. '' went mips said 20 different compiler variants 's embarrassing , '' said craig franklin , vice president engineering green hills respected microprocessor industry veteran . franklin also n't shy telling mips needed revamp embedded application binary interface . `` went mips said 've done dozen eabis , let 's clean , '' said . mips took advice wasted little time clamping architectural deviations , observers said . mips camp still live legacy incompatible chips field . `` credit , mips quickly caught , '' said jim turley , microprocessor industry analyst . `` going forward , mips maintaining good control still haunted incompatibility among multiples . '' biggest risk mips camp fragmentation , powerpc camp opposite problem : architectural confinement . though powerpc architecture carries cachet household names motorola ibm , essentially two companies provide powerpcs . 's lack interest . rather , companies reluctant cede control architecture . could wind hurting powerpc cause , though . `` get powerpc license impossible expensive , '' green hills' franklin said . `` tactically may mistake . 're japanese company , things equal , 'd rather buy another japanese company . '' analyst turley , , thinks powerpc camp stand gain licensing architecture . `` 's software compatibility tool support . proliferate architecture better 're going , '' said . `` n't think motorola ibm address entire market . '' 's chance could change . ibm , part , process planning expansion strategy powerpc may involve licensing . though 's unlikely powerpc camp ever open licensing model mips technologies , mips processor vendors may two competitors worry . `` 're certainly averse [ licensing ] , '' said lisa su , director powerpc products ibm . `` question , much license . various ways could go , whether 's hard core , soft core licensing isa . '' fear architectural fragmentation still looms large . `` know different microarchitectures work software compatibility , '' su said . `` mips 's degree fracturing . may always big problem , go markets -- like consumer -- becomes big . belief happy medium . '' whatever path ibm takes act best interest chip provider , company wants hawk intellectual property . xilinx licensing deal works ibm : big blue much interested royalties fees collects xilinx , dual benefit widening appeal architecture revenue ibm generates manufacturing fpgas xilinx fabs . `` 're trying make money licensing , '' su said . manufacturing probably one powerful weapons powerpc vendors ibm motorola wield . gussied high-end lines copper interconnect silicon-on-insulator technology , still rarities among chip makers . helped companies design relatively low-power embedded processors running 1 ghz shipping today . ibm using 0.13-micron design rules four-stage pipeline ; motorola using 0.18-micron design rules seven-stage pipe . companies say 's performance headroom store . `` get 0.13 micron 'll get substantially faster , '' said raj handa , powerpc powerquicc marketing manager motorola . proprietary processes mips processor vendors , contrast , rely mainstream foundries n't developed more-exotic process technologies . even though companies like motorola shifting capacity outside foundries , 're keeping special process recipes in-house juice high-performance devices . lacking capability , mips processor vendors little choice come dazzling architectural feats keep chops high end . become clear next year newer players measure . intrinsity hopes field 2-ghz processors end year . fulcrum shooting early 2003 introduction . `` 're going shock industry terms raw performance speed-vs.-power performance , '' fulcrum 's nunn said . `` really want change way world designs semiconductors . '' http : //www.fulcrummicro.com/press/article_fastco_04-02.shtml pasadena startup machine alison overholt april , 2002 time every dorm room , seemed , startup waiting happen . throughout 1990s , kids cobbled together business plans classes , funding , jumped business . risk ? risk ? plunging new venture seemed easy . ah , fickleness youth . days , kids back class . venture capitalists say 're seeing precious proposals mit , stanford , almost every university , save one : california institute technology . fact , caltech says actually spun number startups 2001 -- poor time , needless say , new ventures -- boom year 1999. startup enthusiasm faded campuses , caltech blossomed robust new-company machine . n't happen accident . past seven years , caltech's office technology transfer carefully developed strategy cultivating commerce . `` focus nurturing entrepreneurs scientifically schools , '' says rich wolfe , office 's associate director . , university focuses science ensuing commercial opportunity . 's grabbed uri cummings andrew lines , two phd students caltech founded fulcrum microsystems 2000 . `` pervasive philosophy caltech problem unsolvable , '' cummings says . `` 's focus scientific ingenuity thrilling around . caltech many entrepreneurs school make business focus much money 'll get . caltech catalyst , moving technology university industry , students thrilled part . '' starting fulcrum , cummings lines worked six years caltech computer-science professor alain martin asynchronous-circuit design semiconductor chips . ventured commercialization still throes doctoral program . could afford points another , practical aspect caltech 's approach . universities typically require entrepreneurs pay up-front application licensing fees use technology patents . caltech believes payments stifle entrepreneurship , since young companies usually little cash spare . instead , school typically takes equity stakes startups , defers collection patent payments fledgling companies financially secure . caltech , 's long-term bet . `` reality universities rely far endowments could fees collected initial licensing process , '' wolfe says . `` seek bite apple -- hope one entrepreneurs founds next intel , 'll share equity also bestow gift university remembrance took care getting started . '' cummings lines may position . fulcrum $ 20 million venture funding amid toughest venture market recent history . founders hired credible ceo , bob nunn , formerly ran vitesse 's telecom division , hired 24 top students alma mater . 've garnered rave reviews chip design technology journals . one thing cummings lines n't done yet : finished degrees . officially , `` leave . '' may back . -- -- adam @ xent.com high-tech startups fail three reasons : stupidity , luck , greed . tip one would-be entrepreneurs : avoid stupid unlucky people . stupid bad luck , n't start high-tech business . tip two would-be entrepreneurs : product want , one want . startup founders generally ideas , charisma , equity work . ideas charisma cheap , equity expensive . make start-up work , founder divvy parts business right rate keep everyone happy product success . give away much company soon venture capitalist , co-workers , even , risk running distributable shares product done . probably means product wo n't done . ever . tip three would-be entrepreneurs : n't take venture funding soon . software product , n't take venture money need introduce product . n't take venture money used money , mother-in-law 's money , everything borrow . bootstrap . rent , n't buy . n't hire people things contract contractors n't require stock options . founder , man woman grand plan , function manage distribution holdings end fewer shares wealth . tip four would-be entrepreneurs : invite lunch . 'm cheap date . -- robert x. cringely , http : //www.pbs.org/cringely/pulpit/pulpit20010614.html http : //xent.com/mailman/listinfo/fork "
1027,001843.643e80bc8f16d6f248cba6bc27,"brian fahrlander < kilroy @ kamakiriad.com > thu , 1 aug 2002 17:10:48 +0100 , john hinsley < johnhinsley @ blueyonder.co.uk > wrote : > , problem plip expects gl/glut.h ( amongst things ) > 7.2 vanished 7.3. yeah , know mean . 's trick : remove nvidia drivers . yeah , know 's pain ... load mesa , mesa-demos basically everything comes mesa rpm . load nvidia ; 'll know . ... seems like 7.2 , . -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- brian fahrlnder linux zealot , conservative , technomad evansville , voyage : http : //www.countermoon.com icq 5119262 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- n't want hear news isreal news contains words '' bullet '' , `` brain '' , `` arafat '' . _______________________________________________ rpm-list mailing list < rpm-list @ freshrpms.net > http : //lists.freshrpms.net/mailman/listinfo/rpm-list "
1028,001026.ad7820a8f08af77d0ef009db4a,"kevin lyda < kevin+dated+1028547504.d51096 @ linux.ie > wed , jul 31 , 2002 12:04:44pm +0100 , alan horkan wrote : > spanish still count foreign language america ? > : ) yep , 's learned seemed useful choice : french . 's seems count `` internationalisation '' : support spanish . > watch political indoctrination irish language > schools , teenager use marching saluting flag > singing national anthem college anthem . presumably treat > adult learners little dignity dont send home > minor outburst english emotional circustances despite better > irish half people . go class , 'm learn . throw anthems politics , 'll take learn 'll take new perspective , 'll critical thinking cap . like watch mass media . yes , one irish course took dublin , national anthem . fine really - started day school america pledge allegience ( god bit annoyed dad end ) . sort thing n't stick age five , severely doubt stick . > mention open source software agus gaeilge , openoffice could > irish ispell dictionary converted work . > abiword already irish spell checking interface > strings translated ( 85 % 18 months ago drifted > horribly small percentage ) . see , would retort overly zealous irish speaker . 's huge opportunity fully irish computing environment free software . yet n't see much action official irish organisations . reason mandrake others irish support individuals like donnacha . kevin -- kevin @ suberic.net believer happier skeptic fork ( ) 'ed 37058400 point fact drunken man happier meatspace place : home sober one . happiness credulity http : //ie.suberic.net/~kevin cheap & dangerous quality -- g.b . shaw -- irish linux users ' group social events : social @ linux.ie http : //www.linux.ie/mailman/listinfo/social ( un ) subscription information . list maintainer : listmaster @ linux.ie "
1029,001169.5c36bfe928aa422f46637e9263,"eamonn shinners < shinnere @ gofree.indigo.ie > hi guys , 'm looking help one . server sme5.5 installed - used e-smith . 's based rh7.1 , 3c507 nic , connected hub . also connected hub laptop workstation , rh7.3 . server supplies dhcp amongst things . problem interruptions network . ping laptop workstation , way around , problems , i.e . shows 0 % loss . however ping server laptop workstation , packets , anywhere 3 20 , stop responding , start little . server definitely overloaded , 128mb , seems configured correctly . /etc/modules.conf , ; options 3c507 irq=0x5 io=0x300 alias eth0 3c507 option something called hisax , whatever , machine n't one . route shows 192.168.0.0 going eth0 correct . help appreciated . eamonn -- irish linux users ' group : ilug @ linux.ie http : //www.linux.ie/mailman/listinfo/ilug ( un ) subscription information . list maintainer : listmaster @ linux.ie "
1030,000326.6cdeb62152046449cdefb2430d,"igvandrea madison < gvyandreamadison55382 @ hotmail.com > desperately looking 100 lazy people wish make lots money without working . looking people self-motivated . looking people join every 'get rich quick ' scheme offered internet . looking class presidents , beautiful people , career builders even college graduates . n't even want union workers trade school graduates . want laziest people exist - guys gals expect make money without lifting finger . want people stay bed noon . want think getting bed go lay couch effort best thought . meet criteria , go : livinghealthytoday @ hotmail.com type subject line following words : `` want work '' . fact , lazy typing words subject line effort , n't bother . click email 'll know want us send domain name anyhow , absolutely certain kind person want . case n't figured yet , want kind people take risks . kind person consider something 's 'sure thing ' , respond . easy way make money 's challenge . get website going email , able see first home business history requires work . none . clicking email going website , telling us want make enough money quit regular job sleep day . looking commitment n't even want money . matter fact , n't even want hear us idea making lots money without working interest . first last email ever send . promise . nothing else , remember - make money without working send email following words subject line : `` want work '' : livinghealthytoday @ hotmail.com email back website gives information best worlds - way make money without work . look forward hearing . seriousness , rick email ad sent full compliance u.s. senate bill 1618 , title # 3 , section 301 ****** remove send blank email ***** ****** ****to : removal495721 @ yahoo.com *** ***** mmxrxrxhfqlwfokhcb "
